imageName,sigtype1,sig1,sigtype2,sig2,sigtype3,sig3,sigtype4,sig4,sigtype5,sig5
nvcuvenc.dl_,SHA1,1FFFD23BAE4D23E3E6ABC914983395F7A6995CAA,MD5,C9CB201D1CFA5E73E9252638C24A8D84,CRC16,1C20,CRC32,BC970B79,HMACSHA1,57D66FC2DDCA3F96D74ADC16E0F2016BCDB9978C
nvcuvenc64.dl_,SHA1,9DB9CE6D94DC6998B80B5E6B9669CB386DC876BD,MD5,D1B9CD5D0C0ED1D42FA0EEE8A47B497C,CRC16,F973,CRC32,A8364044,HMACSHA1,D884F17CAEF44DA179758612BD51E81250C67856
nvcuvid.dl_,SHA1,A8CAA7E79035A85AE20F0EDF5ED81607ACAA5602,MD5,B6040CB54B5ED9A8A2766E4F15D877BA,CRC16,E0A3,CRC32,3F1876A6,HMACSHA1,DF7649093AD79776E5D84369A36B9EB3502E6D21
nvcuvid32.dl_,SHA1,5AA328C745347C83D1628D177530B8AABCD92E33,MD5,8851698ADE7A392BCA3A8103266FCC65,CRC16,BD99,CRC32,A6EF2EDB,HMACSHA1,5C7BF53AF23E1388FAF93E7F2BBA715D6E14FBA4
nvd3d9wrap.dl_,SHA1,97FF211957E4BB4591946493850D13867716BC1D,MD5,F4A08EADF7BD4290175740320F39B674,CRC16,F5B5,CRC32,F1D36385,HMACSHA1,BFFDF666C67AD0C36472D6B01D90CCA7F550338C
nvd3d9wrapx.dl_,SHA1,B5998F85F0F6BE0E5C2114143280BE50A3481355,MD5,B1DF911B52755A7A55F49E6A65D9DB15,CRC16,0A9E,CRC32,3F700679,HMACSHA1,DE5DE96BC58A2E540CD6FD09C6C145195CA80066
nvd3dum.dl_,SHA1,135611414D35BDF6100BF5BA4B3F1952CB8231D3,MD5,6594E183F0244AE989E8A0717BF0347A,CRC16,D4A9,CRC32,879DFBB2,HMACSHA1,E7E4BD73BC0B9C35335AF515D419E553ABD51AB9
nvd3dumx.dl_,SHA1,64B2DFE4F6764C91559DB6CE26A523EAA322B9F2,MD5,320DFF448435CA2A8B28274D46056852,CRC16,CDF9,CRC32,9D92D41E,HMACSHA1,FAA43A682FF06E95CBBBC1DB828C0F78EDE83451
NVDD.inf,SHA1,F7572BB88F4C9CDA349CFBDD9ABDDDA318396BE8,MD5,9267893EEDCB83EFE7449C6F4ADE08E7,CRC16,B5BB,CRC32,D2212556,HMACSHA1,4364920FADA00EB7A0F1E5097370F6CE29E4A229
nvdebugdump.ex_,SHA1,8B81BAC03C5638F110EA536FCE666AEC43F51767,MD5,73BB8D8ECAED5FFCDA5A652A7619600E,CRC16,320B,CRC32,AB2625A1,HMACSHA1,C5B1C93409F854715850D02F905A442E52CE4805
nvdet.dl_,SHA1,42B93265890C80BA003EF41E89D1AECAC2C5DBEC,MD5,EE59654561411BA0579BFD1FFFBB5200,CRC16,5305,CRC32,1B5D005B,HMACSHA1,11335CDAE68E676874A7D09D366DFF22FA36EE5B
nvdetx.dl_,SHA1,6E8E5C4F6B07620E9D24F7BFEE4A3DA6DA3234E7,MD5,58154CDBB81555B947CD961E405E7F30,CRC16,C40A,CRC32,7535A43F,HMACSHA1,E61AE3CF4FB0618EF50BEF6629710B25ED829B2C
nvdispco64.dll,SHA1,0F48245837BE35C63EEDB2940ED752887F407F4E,MD5,CC8FD6B3B61F68920E22D2EE272D0D1D,CRC16,2394,CRC32,4A50F055,HMACSHA1,1E8DA14119FFB7465B818DB218BBF24018D6D203
nvdispgenco64.dll,SHA1,83440AE0CA87860C5DF46F0578E31CE966EDF4D9,MD5,B253530BD5DFDD9CAA1E953D8B1A37C4,CRC16,5253,CRC32,6EA6545E,HMACSHA1,E8EFF59294B4426B8EEBC44A63374A144A39F48A
nvdrsdb.bi_,SHA1,D0BABD60A920EA20B0490084A3A9787CAE65D38C,MD5,D8301FF06950A3FE01D8C834C7B7CBA9,CRC16,9863,CRC32,DBA58B4B,HMACSHA1,61A823B2FF921816289AF998FAE6237F659C1F16
nvdxgiwrap.dl_,SHA1,B1C9ED7AFEE15E6B879F52EAC12054084C28FA69,MD5,4D29785F314735999B2132B72FB84716,CRC16,7346,CRC32,83438023,HMACSHA1,6F87491167A087881B8DCF296EB72D0380DD68AC
nvdxgiwrapx.dl_,SHA1,D6B9CD6974F10E266C64A12E8C143C83AB7BDD32,MD5,A2D58E5D861D7348BE139168F773818C,CRC16,77BB,CRC32,BAC39707,HMACSHA1,311B61EDB23C5EE057B0FCC1DAED0C01CE0B62DC
nvencodeapi.dl_,SHA1,C16EB9CF0BD931A524B9FAD2B173915E7CC0C235,MD5,8243D5C40BF81161F5E4EA6650A963D0,CRC16,2B59,CRC32,FFB16921,HMACSHA1,EACDD3CEDB7D1E95765692BA459FD6D026438743
nvencodeapi64.dl_,SHA1,94B5548EE0BD176E0178B2F17FCD1DA298046484,MD5,F14ED7C0C0B7C4BDE161A12B260C493A,CRC16,9867,CRC32,4B4EBA9A,HMACSHA1,A32A2CE827DEA0E66B99D124FB58F2EA693807A4
nvfbc.dl_,SHA1,F8E18AB69F81A7543BC9FD770821CFC3541E17B9,MD5,D52E74C0A42D54FEEED8DC635B001493,CRC16,7030,CRC32,88E2FCDF,HMACSHA1,FA6CB1DA67A7B8C502D7FFE14BA92AA6306FC0F5
nvfbc64.dl_,SHA1,5E5610195831A042168BD27A21C8863712A026B0,MD5,B9B9D4BDF445B6F3FE5B9B2E34539D61,CRC16,389F,CRC32,CD7DE8D2,HMACSHA1,242937F338F0AAD494EA5E7A0993A595DCF96EB5
nvgbd.inf,SHA1,F16AB091C154EA7761E91D21A7ECF5058D6A3E0D,MD5,B69D4D6A4CC30B956E4212C10A52BDC9,CRC16,9440,CRC32,D1118E99,HMACSHA1,ADC049334B365F7B4FD74A6AFFBEF28CBDAADE04
NVHDC.inf,SHA1,450A7D837803F9FA44BB9A101E6645E8E569F36A,MD5,C3E6B717052DC60FC5B6E84619A68AFF,CRC16,332A,CRC32,72A69DAB,HMACSHA1,BFFF1FDBF604ED1D1EC8CB23011F8C0FDAC0576E
nvidia-smi.1.pd_,SHA1,7C7A471B1BACF3A7DE1900B64231562C1D454A75,MD5,0BF477A2C755A9CCA36A9DE4A8AA31C9,CRC16,8.00E+09,CRC32,75003171,HMACSHA1,01155B8889D370F9BAD7314C7B3195F87FEA7B0D
nvidia-smi.ex_,SHA1,88D87226252C124725ECF9701C770F8BB342198B,MD5,C8D73C1F61609FC2D870F0917B9F6073,CRC16,D895,CRC32,89827F9B,HMACSHA1,30B0FB9C7354B493968DB1A199E05E233581E1B1
nvifr.dl_,SHA1,20B899A38ADF09AD57A86919E8F4626B4372E3DD,MD5,0584378F9A632F9F0AB35C66A39E8F98,CRC16,7849,CRC32,6A8F6A94,HMACSHA1,3B499F4FF9829F28114923D87FA5F454A55413E2
nvifr64.dl_,SHA1,7AA7B47581ED0C3398F732037DEE49BAEE9F9A59,MD5,ECDBE3611EFEC35A3C10BB7259982764,CRC16,88F2,CRC32,070AA207,HMACSHA1,F20C18BA5CD3208521CCCB19504EF5929082ECF2
nvifropengl32.dl_,SHA1,ED3777077FD392E184B3DF7F96B2E2CCDDC1194C,MD5,24E5AE7132A22EE06DEAED109149C27B,CRC16,7F7B,CRC32,DD9F9B80,HMACSHA1,74F3D6C5C35146CCF79557AE5D56A09CBCA0A407
nvifropengl64.dl_,SHA1,5AD3870A00DB343ACE2B730F9855EAA854A2D2A5,MD5,26DE4105B8F4D5F163C56FBF6075D22E,CRC16,D5D6,CRC32,09C20E55,HMACSHA1,92F236F7533A9196BF9EA6ED5BB8448172DCAD84
nvinfo.pb,SHA1,39BE2567FC4965042DCF6F5F55112E03A9F8014B,MD5,DB6EE6D2068F8E66CAB9B17ADD14D85F,CRC16,D1A4,CRC32,6869B228,HMACSHA1,CACE060D433A82E2F4812D235498A882D77C571F
nvinit.dl_,SHA1,FDA524DA10C871F5E4B6094339705066C741DB54,MD5,BD025E91427539BCDA884E5E553B6630,CRC16,F9BD,CRC32,8646AB62,HMACSHA1,44DD2094B489202BEA2A38CC8095AFDACFB930A0
nvinitx.dl_,SHA1,6C14F63C8B8812FC4D1B938C862BA47449251632,MD5,1F602AA58404426588A6E255BAFE3C7F,CRC16,1DB0,CRC32,52FEED7B,HMACSHA1,E7FF3EE5425B07A88356CF3E758B07DBDB61A0E5
NVJA.inf,SHA1,E677F8E3D0564D2097660567042D9BE429F17FE7,MD5,9CB2B4F771A853B9F61026E7F590B747,CRC16,22F2,CRC32,FA025C35,HMACSHA1,F91723907F01D9F6F0AAEBD1FA389E1479BC1D9B
nvjw.inf,SHA1,222AEBBA0A651417FE16D582D7EC88EB94DEA68D,MD5,42227262EB77ACB253B5509FDF55C33E,CRC16,B2EC,CRC32,481BAB67,HMACSHA1,835BC27C2384FB682504230D1874E12DF0C0372C
nvkflt.sy_,SHA1,BFC716DCCD90A9381411A97A102FEBCDA8B10B9B,MD5,2240C07C068D54539BA1BC840C464426,CRC16,9A81,CRC32,62633587,HMACSHA1,229709A0BA1D115D7AFE4389580A2C9EBF710143
nvla.inf,SHA1,AADD6B3B274C99BB2F19A77314B3C8E423E858E0,MD5,D23F9FDC037DBD15846A149323B5C6D1,CRC16,3DE0,CRC32,743CE752,HMACSHA1,084B95B33FD024422CC0301CA3BEE9858CDEBBC5
nvlddmkm.sy_,SHA1,E73E39C4061CFF8E76B2CF932704EA8A596095C6,MD5,EEDFCA35D5ACF9412BA0D56A1519CC8B,CRC16,E258,CRC32,57C08035,HMACSHA1,32AD73161EDA8D0AB0DD34EB7E8DA553A6C62843
NVLE.inf,SHA1,FDE4B52938931C9E949B771A2B5ADD5D2433138C,MD5,F30D52CE47372179593B02E59499FC64,CRC16,151,CRC32,E4F652B9,HMACSHA1,45DF077F3B0497D8BF4A7D921C128F7299BE7A87
NVLG.inf,SHA1,594055F74260AECB2509A5125B8DF36ABB778F14,MD5,2C1AF8D1AE9CA7018DF6FAB70924C0CE,CRC16,EC00,CRC32,994B3A74,HMACSHA1,A25EA7063E64D5DCB839A6249C9070147982E2B0
nvmd.inf,SHA1,319D03A7350689457620E1C223CE9A7C473D24E9,MD5,F4E247C5000A6D957F04777500CD912E,CRC16,110F,CRC32,35C8C312,HMACSHA1,8C9E497E5C6211FA918EA2C67B7A38EE17C1DB29
nvml.dl_,SHA1,834DC29C87BA0EB2A9947D80A445FCE4A15B78F2,MD5,1BD31E745DD8E4343FD1E501D7B090E7,CRC16,51DF,CRC32,34237E0A,HMACSHA1,87BC84BC5245C51F99BA077EC5C3251F545322F2
NVMO.inf,SHA1,BF5A0D2372B16E2938FE1857723225D6AA71E51E,MD5,BAE4CB5F12248B23C6430B36CEA1A7B0,CRC16,9998,CRC32,E554F802,HMACSHA1,946B4163E5A13E242E145904548EFC1E0FFFEE90
nvmt.inf,SHA1,D906EA6AED5315B516E69D7E993730E2073871D2,MD5,A0322F5E5DE79340242218C9BFDE2A4D,CRC16,9D0E,CRC32,4EC0C3F3,HMACSHA1,AC06954B24A86111A0748F8EFC0AED4FE9CB54E7
nvmtc.inf,SHA1,A02EB34468FE7B7239FDD22E8B07C4E85590163C,MD5,2B5195B0D6268DD7FBEE9CE6C54F215F,CRC16,526,CRC32,B8CCE65C,HMACSHA1,76990A4E17A3559CDBBE7FB32B309A7DC9098620
NVND.inf,SHA1,EAFE8ABD0EFAA8196F5235F4E7D4EBD16987E382,MD5,869C23A56713AC45CE34C973B4FBA711,CRC16,E6E3,CRC32,E782E981,HMACSHA1,CE47F9E5B223477936081EA4526386C0B7C179E6
nvoglshim32.dl_,SHA1,7FED40AF0D290A17966FDA2080CAC427C97E5900,MD5,25394FD8A356C31DBED1E0ABC7A407A0,CRC16,8122,CRC32,16589911,HMACSHA1,03C4F2ABED2381AD4ABCEC7718D0ACC327B7740E
nvoglshim64.dl_,SHA1,FBA6907124ADC52987C1771C7B4D7D5E85C4D161,MD5,FD86E092E57D4FBCC63724E469A731CF,CRC16,1CFC,CRC32,C3D96551,HMACSHA1,57629BC686DD4306C8E29CAA7DA9BCCA0FE4100E
nvoglv32.dl_,SHA1,57CCB19060375C6AE955FA0209B42294DD2A261A,MD5,7DA1342549583C47C771FC0302F3AAB1,CRC16,F87E,CRC32,91751A74,HMACSHA1,CAC81C1C8BD8AF9FCEBA210E41690C2E1351F833
nvoglv64.dl_,SHA1,56B6DF5180A05A41ED8CAE890F92090E606789FF,MD5,910F98EF5952744C65D1C97E4B5CD60D,CRC16,BB8C,CRC32,6B3AF069,HMACSHA1,35190ECD1C02EE6D500ACFEDFDFC78A6B15EAA2D
nvopencl.dl_,SHA1,B791C7109990BD9BAAAF08DFC385438D2564DB8A,MD5,EE98B3FFE2073E20837AC4776866F88E,CRC16,AF61,CRC32,B391345D,HMACSHA1,670161EC0088EDA9C045EA9DE36D1DE98551B52D
nvopencl32.dl_,SHA1,06034682E8E54795E5DD3C8015293C82022C35E7,MD5,CBC2BFF6DAAABC712A75AA1139489F48,CRC16,B510,CRC32,F9316D44,HMACSHA1,1B2451D0B1A7A8D901431BB8DBD2C705D5B50AFB
nvpciflt.sy_,SHA1,489E7271452179B30078125E5E2CDF1AF8BBF9DB,MD5,88A28B1EFC0C75DE4EEA6D1DBC393FC9,CRC16,7EA8,CRC32,693FEB09,HMACSHA1,8FAC508A12981B8DD035A6C4284C82289FFCAF3F
nvpg.inf,SHA1,0E3951CFA3D7EA12F289C6C926BE7D4F785B0F6E,MD5,5EF88FA99A6D728AEF69C4C7452DD588,CRC16,FE03,CRC32,A8EA68F4,HMACSHA1,F9B77E094502A65406648EA808015D45457AF8B5
NVSA.inf,SHA1,19CD185A52C87349005324F3A4729D7123E0E4A7,MD5,CD4A37CF3190A52A08656E9E55E0D733,CRC16,B275,CRC32,7CD6BA23,HMACSHA1,EADB907150741F54AF259854BC6BDAFA3B1AC7F4
nvtni.inf,SHA1,BE133C8B46F475E71B9BD87C641B93C98D2AC326,MD5,2D2062AD4032A502D24B249CB82B3E3F,CRC16,14F8,CRC32,6F13EE50,HMACSHA1,C7EDEC1B0B51D3CD69B2FD523C5130375CF62C4C
nvumdshim.dl_,SHA1,E9C5EDF18EAB5D7EA81F63215EAD4669BDAF6A63,MD5,2F6BDB02C0A099A6D5C0E98C1B17FEB4,CRC16,DB6C,CRC32,6B7D0212,HMACSHA1,844B1C630A59D08FDC75F067C2F56CC9DC397FAC
nvumdshimx.dl_,SHA1,18B140A4F6BB81CB1F88650FCA041C74C79D3D33,MD5,622D62FFAF900742D8370CF515E3942B,CRC16,C23B,CRC32,1DC717D9,HMACSHA1,4A3BFF518A1A3E389684079614F594ACEA1C82B6
nvvid.inf,SHA1,35C050F2C3B3DA7F2EB73A805E8F0F4E20B0A9A3,MD5,656578333240EFC2C1D683B8680D5F79,CRC16,A1E6,CRC32,17FF2B38,HMACSHA1,5B9FEC0EA54CB82FE610844344DD31CF2B61E91D
nvwgf2um.dl_,SHA1,68E91EFE89C62D20F944AF4AC46F740F36F261E1,MD5,6F6B72AC656A2E2B756B3FB8C59A62FF,CRC16,8A98,CRC32,CCAF88BB,HMACSHA1,0AA06D8C0814C2617749C0ACC8804D8959A4B0A5
nvwgf2umx.dl_,SHA1,24441625F7596DD3EF4774C6C6CA71364770772E,MD5,7B02E1F28AD5114AD227B67891C0E517,CRC16,1D3A,CRC32,C97E054F,HMACSHA1,17EE785FBDDEDCFAC4B4F644E0E83AA6B38B4EAF
nv_disp.cat,SHA1,4101FE7E52EAABE5CBA7B0493BC4CE799242C536,MD5,A46A81B36625854336277DF15651C746,CRC16,4B8C,CRC32,4F028A16,HMACSHA1,EE7386B7291533507E7CE90DECD8805E7FDA87B7
nv_disp.inf,SHA1,408678FE02AB8D846419814BE333061D9C35C5FE,MD5,F6778DDACEE6C0C996595DD49F7D13A5,CRC16,9098,CRC32,CA91E854,HMACSHA1,BC2761238A970D282E3F35CA822414A570B219EE
opencl.dl_,SHA1,0B2DB2E85045A013F974A97D7083E0A1ADEE98ED,MD5,1A14FB77F95C6280E61CE17546B75A7F,CRC16,1F8B,CRC32,0BAB1443,HMACSHA1,4D43E492535B90A80F3C165DF2454AA573AF8AC8
opencl64.dl_,SHA1,7CF37F7B24FA20B9CF7F1062DFA642BB9603825A,MD5,0D3746137F3393A201D2E082A220B1F3,CRC16,8DEA,CRC32,1644D303,HMACSHA1,09C7F0AE57EA84BE4F80DF57DB9BD0FAE1F29587
acpigold.mof,SHA1,B65A398350267922E6333C39D2C2293291016BE9,MD5,C1AB1E762B9DAF3F37A88D896123CB41,CRC16,3A99,CRC32,296F03C0,HMACSHA1,559BB88C040C9C4AD7D127F883B7358B357BAE09
Optimus.nvi,SHA1,4B2E2BD7EA1A6F7482BAC1D5236CB21C56A4D937,MD5,274A8450C9283EC6A931064EE604E5C6,CRC16,EF0C,CRC32,D2A1C775,HMACSHA1,B6ACD57A7CE94532477A1E35B3F31A3CE41D74C5
OptimusExt.dll,SHA1,0371134C15E968D74B6A3718525E45577A9C85E4,MD5,57C61226D49FCFE1A68982027BFA6CF4,CRC16,628F,CRC32,9C97740D,HMACSHA1,8AEB14FD5FA7411C26048848B57CA0021242B7D4
OptimusUpdate.nvi,SHA1,0583B862E5C5F74A480894652C87972BE5967102,MD5,0C37F47870A6F1734BF94D845EE1D8A4,CRC16,C060,CRC32,55E5FD2D,HMACSHA1,0B8CAC874505BC43402EF60A9D0F864357483411
OptimusUpdateExt.dll,SHA1,7BF46D57333D11A16602C69DCF6CDF15F14D21FD,MD5,7177993598962D3B96673D69BA330630,CRC16,DBDB,CRC32,CB720B59,HMACSHA1,18E298D08251001633DE5F37AF43624F6CB1CDC6
ComUpdatus.exe,SHA1,361E4199BED195BD1830791A8FE042E1A9A2B558,MD5,F575A5AC8F4D2BE570CB095B3DD87B1A,CRC16,1B89,CRC32,3A26A458,HMACSHA1,C642E3B386D6B9EB5C66927CDAB502DCF8E61B53
daemonu.exe,SHA1,B05D7BB431949C5B44DAA466FD5B8F30C60886F6,MD5,A9AFE5B0648C8D7A411A72D8222F7F6E,CRC16,3E7F,CRC32,414C3E4A,HMACSHA1,6FC4C85C58567C0B1E4FC9201479D3696BEB1B69
DisplayUpdate.nvi,SHA1,8C1F0B262B7788E39DDB273EAFDDEDE33EB8E4AF,MD5,28AD1920019827D06E852615A3DC1C72,CRC16,FF7A,CRC32,FEBD1451,HMACSHA1,D847D2B8F0AC694E7DBEAAE0C1E4A02891EA5DBA
DisplayUpdateExt.dll,SHA1,FF9F25B5402BA331E4369E8E8CEE7B4F5C6F44E4,MD5,92F82E9E1D46A45AAED536130949032D,CRC16,1307,CRC32,DCC40C29,HMACSHA1,788E992DFB78A26C02E93C801C8AA782F06BE55B
EasyDaemonAPIU32.dll,SHA1,C137E8DF02ECAEFE532E56D703D2A9A311B3A736,MD5,F4BE4641637D2CD7FB75CDF50B0D9938,CRC16,1DAE,CRC32,6D3B7425,HMACSHA1,CE2760F30B5A22E7B6D097E16D804C5462B9C8EB
EasyDaemonAPIU64.dll,SHA1,E95ADFFBDD95C6A9532D44C433514C643E1150A7,MD5,CCF663A34D75B59114003B63692818B6,CRC16,224A,CRC32,D9EF5F43,HMACSHA1,EED5D7401C1F8C22C2A3592D0301B9EC7C79D32C
nvupdt32.dll,SHA1,C094BA6DB33E3ABD0D79031C788F05FD0FF33CEA,MD5,DB7BF9ADBEFB453D442BDC53EA02FB37,CRC16,2.00E+98,CRC32,1705F022,HMACSHA1,6E858BA289B1A86D72375D797D775CC1249B3BF9
nvupdt64.dll,SHA1,B1F222F9C9747CE18B9DA303DF7208811BEEB2D3,MD5,37D7A787487F7EEB8E251B97D763FEC4,CRC16,F779,CRC32,24DB9D3F,HMACSHA1,24455BAE02E010102F57FA653324BB41C4684B8F
nvupdtr32.dll,SHA1,9594AFC300661715437703FEE5E32EDACEFEF890,MD5,C8226521BD87024A1C5FC70C7A51BCC3,CRC16,E9E8,CRC32,D6C02BD7,HMACSHA1,742FE082BBD5C4C073693A5C7005E0E081114B83
nvupdtr64.dll,SHA1,FDFB9C2A1B3C3A41FF29C6E43D8E2FC129E41702,MD5,8DAA13E03FE2F9369EE3385078216B91,CRC16,0F0B,CRC32,9AF7DECF,HMACSHA1,BF2120D77EE10B96E46A5786C0BE4F5415A59AA9
nvupdtrXP32.dll,SHA1,9FC543A71D31994F990ED2F1C5F1C1603A0CBD1F,MD5,75B1E509E35DE20FB0DF93BD890C75E5,CRC16,9512,CRC32,5E044CF4,HMACSHA1,71A89D7EF7C27111A8E2AFF9BBA90779B51E06D2
nvupdtrXP64.dll,SHA1,B7E1F157986687AAC91B69ECECDF696D864646D0,MD5,53A13531EBB9B164857814BF8A4B901C,CRC16,9B2C,CRC32,C8307F4F,HMACSHA1,4C9BB7C1280ED75DD0F10A7A523B39E6F7773BD0
nvupdtXP32.dll,SHA1,8F564283F48F1A34CFEDDA6F7F9A98F742DE8E50,MD5,0A95067A996849CF64CE842408143284,CRC16,FD2D,CRC32,B8A314E7,HMACSHA1,95F281C98D6E1EE7DB9421C832D6D030AA18BC68
nvupdtXP64.dll,SHA1,52D644EA56004834A6B98C3572D49924BA21D9EB,MD5,F89747BABAEEE0FF69B97D1BCABCA8CE,CRC16,E7BE,CRC32,4478254F,HMACSHA1,FCF012B3A516C92C7E60CEC8FC148F58BC648134
UpdateCommon.nvi,SHA1,95D61381BCECFFD4A3ED8D77F549BABA5009AFCF,MD5,C1FEDFE4A7FE8F092542E6F5B9E9095E,CRC16,D46A,CRC32,D9838975,HMACSHA1,21FD7B5F67946A5955E819183043360E7AC8583E
UpdateExt.dll,SHA1,A431A60213B7AE48181EE18ACCCE09D15E725440,MD5,8C06DA0A762E256E8FE79E582FCF56FB,CRC16,BF48,CRC32,244A9141,HMACSHA1,DEB11EF7BE76F42FB339EE01DAD93290E1E440A9
WLMerger.exe,SHA1,06D82E2BDD43BBEF1DC7C145995A74DEA790FCBB,MD5,C922C135D370C9ADF5490771596AA117,CRC16,3FBA,CRC32,4DA2476B,HMACSHA1,ACD751D5834EADC498673026C5B8A232FA47F1CA
EULA.txt,SHA1,4288BA63D65875419F3A77344415BE74E0B9E6EA,MD5,A87E26146D9CD6EDEE2B7AC1B4EE53E4,CRC16,A2BC,CRC32,351FBCFF,HMACSHA1,127837F32FCB7080F7E6FD8D54D7A44FB0F6C8F5
ExtensionLoader.dll,SHA1,1A3BC409D31C4CCEA2CCD1C75BB02DB8F79E2904,MD5,C8C3C9CF4A53060366B36F0D05887C73,CRC16,FF2B,CRC32,2DEF99CC,HMACSHA1,B423C64DB52544CED1D2AE2D0F0BE61CD32373E5
7z.exe,SHA1,35718E029A601BA95EF88DFEB6E94C9AD907BBE2,MD5,33089179574688A583421956130B606F,CRC16,8.20E+10,CRC32,2D7B3A4A,HMACSHA1,B650B0D714DC58DD46170649D64C899C004192D5
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
dbghelp.dll,SHA1,FF876025386826CD6B96E3787E0576553CB76D8A,MD5,D603695B9286DF9E7B93F4DCFB091A8F,CRC16,9CB9,CRC32,4F3D48FC,HMACSHA1,BBB8AF1F738A2ED2CBB308F4F72F7F01E3B7BB6A
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
DisplayCplExt.dll,SHA1,1F908F75B0778B5F7A4FF53E0EFBEE5121277977,MD5,698093EA89D5EB326EBD255AECFA126C,CRC16,C3AE,CRC32,88EB3B17,HMACSHA1,81315AA8E1964257D3A294C2BD0D44078D8C20AD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperience.resources.dll,SHA1,4A3C70332EF8BDEB1E4409D3BE597BF3D541617F,MD5,1EA7CA7225277A8B78F8E871E3A29FB8,CRC16,35AB,CRC32,A81B30DC,HMACSHA1,E0AE5CBBB5D282F03EC46057B1545F6FB55952C2
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
EULA.txt,SHA1,4288BA63D65875419F3A77344415BE74E0B9E6EA,MD5,A87E26146D9CD6EDEE2B7AC1B4EE53E4,CRC16,A2BC,CRC32,351FBCFF,HMACSHA1,127837F32FCB7080F7E6FD8D54D7A44FB0F6C8F5
ExtensionLoader.dll,SHA1,1A3BC409D31C4CCEA2CCD1C75BB02DB8F79E2904,MD5,C8C3C9CF4A53060366B36F0D05887C73,CRC16,FF2B,CRC32,2DEF99CC,HMACSHA1,B423C64DB52544CED1D2AE2D0F0BE61CD32373E5
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GFExperienceControls.resources.dll,SHA1,F669B517162D85C003D2CBC20E995BD8C96206C4,MD5,E904DA54D9A822F72B782DB918DD858A,CRC16,E2C5,CRC32,F17E6252,HMACSHA1,538742E42C3211F2C85AD114E7727D05E24BA8FD
GalaSoft.MvvmLight.Extras.WPF4.dll,SHA1,E17CB7FCD94414F3F99AD434D3A0D8FD639B06BD,MD5,82121A49FFEA4858092FBF26774E3E44,CRC16,4D2D,CRC32,B64C23B8,HMACSHA1,51AA4072EEF56C64AB5F09EFE8CB2ECF047A8DCF
GalaSoft.MvvmLight.WPF4.dll,SHA1,E513F0A4CC40422B856CD039FB3E05069FD37294,MD5,19629A611E1807AB7E1E222A69BB3F2B,CRC16,CE64,CRC32,031280BE,HMACSHA1,DE26D788B15EEB7C6992F51909D34C9895EB2594
GFExperience.application,SHA1,461E6B4666A056004523ABFF3B3EA8495130E245,MD5,95B8E0A2CA99B0D6A4D9ECB9F1A61627,CRC16,AF80,CRC32,570E2BBF,HMACSHA1,17D5DAC9E44A77C7672C3F04F47C8D13C0AF2520
